Courier,Service_Category,Destination_Region,Weight_kg,Insured_Value_Rs,Rate_Rs
Pakistan Post,City to City,Islamabad,4.56,50000,1218
TCS,Local,Punjab,2.04,0,354
Leopard,Economy,Punjab,6.6,0,399
Pakistan Post,Local,Punjab,1.83,0,261
Leopard,Overnight,Pakhtunkhwa,3.85,10000,885
TCS,Overland,Punjab,1.49,0,369
Pakistan Post,Local,Balochistan,1.49,50000,819
TCS,Overland,Pakhtunkhwa,0.46,50000,842
TCS,Economy,Islamabad,0.21,50000,761
Leopard,Overnight,Sindh,8.81,0,1165
Leopard,Economy,Punjab,1.74,0,205
TCS,Economy,Sindh,0.27,0,185
TCS,Same Day,Pakhtunkhwa,6.37,0,1196
M&P,City to City,Pakhtunkhwa,8.77,50000,1803
M&P,Same Day,Balochistan,4.64,0,831
Leopard,Overland,Punjab,5.33,0,634
Leopard,Overland,Islamabad,0.72,0,212
Pakistan Post,City to City,Punjab,5.41,0,710
Pakistan Post,Local,Islamabad,4.09,0,344
Leopard,Overnight,Pakhtunkhwa,3.09,0,737
Leopard,Overland,Pakhtunkhwa,4.55,100000,1665
TCS,City to City,Punjab,4.77,0,849
TCS,City to City,Pakhtunkhwa,3.52,50000,1357
Leopard,Overland,Balochistan,2.95,0,416
TCS,Overland,Sindh,0.76,0,267
Pakistan Post,Local,Punjab,1.54,0,250
M&P,Economy,Pakhtunkhwa,0.71,20000,420
Leopard,Overnight,Sindh,3.07,50000,1314
M&P,Overnight,Punjab,1.59,0,689
Leopard,Overnight,Punjab,1.39,100000,1807
Leopard,Overnight,Sindh,9.5,0,1238
TCS,Overnight,Pakhtunkhwa,1.49,10000,882
TCS,Overland,Punjab,0.29,0,256
Leopard,Overland,Balochistan,1.22,0,256
TCS,Economy,Islamabad,3.43,100000,1552
TCS,Overnight,Punjab,0.34,0,626
Leopard,Overland,Islamabad,2.58,100000,1564
Pakistan Post,City to City,Islamabad,0.22,0,282
Leopard,Overland,Pakhtunkhwa,4.21,50000,1106
Pakistan Post,City to City,Islamabad,4.46,100000,1816
Leopard,Overnight,Punjab,7.08,50000,1642
Pakistan Post,Local,Islamabad,6.6,50000,1050
M&P,City to City,Islamabad,4.35,20000,944
Leopard,Economy,Pakhtunkhwa,2.15,10000,344
Pakistan Post,Local,Balochistan,1.21,10000,346
TCS,Same Day,Balochistan,2.72,50000,1302
Leopard,Overland,Islamabad,0.29,10000,312
Pakistan Post,Local,Islamabad,0.92,0,220
Pakistan Post,City to City,Punjab,1.41,0,368
TCS,Overnight,Pakhtunkhwa,7.4,0,1444
Leopard,Economy,Punjab,1.67,100000,1306
Leopard,Overland,Balochistan,5.76,0,662
Leopard,Economy,Punjab,1.38,0,182
Pakistan Post,Local,Islamabad,0.71,0,217
TCS,Same Day,Islamabad,0.55,10000,591
TCS,Overnight,Punjab,14.04,0,2089
TCS,Local,Islamabad,2.78,100000,1578
Leopard,Economy,Pakhtunkhwa,3.49,0,258
M&P,Overland,Islamabad,1.62,0,307
Leopard,Overland,Islamabad,1.05,0,249
Leopard,Overnight,Punjab,5.62,0,987
Leopard,Overland,Sindh,11.41,100000,2264
Pakistan Post,City to City,Pakhtunkhwa,3.51,50000,1101
Pakistan Post,Local,Islamabad,1.07,0,220
Leopard,Economy,Pakhtunkhwa,3.4,0,257
Leopard,Overland,Punjab,1.23,10000,374
TCS,Local,Sindh,2.99,0,396
Pakistan Post,City to City,Punjab,3.17,10000,605
M&P,City to City,Pakhtunkhwa,2.04,0,503
Leopard,Overnight,Pakhtunkhwa,2.09,10000,784
Leopard,Overland,Punjab,2.42,100000,1587
M&P,Local,Punjab,6.35,10000,629
TCS,Local,Balochistan,0.72,0,298
M&P,Local,Sindh,0.17,0,235
TCS,Economy,Sindh,0.25,0,195
M&P,Overnight,Sindh,1.59,0,666
Pakistan Post,Local,Balochistan,1.1,20000,464
TCS,Same Day,Punjab,2.73,20000,1013
Pakistan Post,City to City,Pakhtunkhwa,2.01,50000,1030
M&P,Overland,Balochistan,2.5,20000,661
Pakistan Post,Local,Islamabad,6.85,50000,1000
Pakistan Post,Local,Punjab,1.5,0,238
Leopard,Economy,Islamabad,2.3,0,232
Pakistan Post,Local,Balochistan,0.63,0,212
TCS,Overland,Punjab,0.43,10000,363
Pakistan Post,Local,Punjab,0.95,0,234
TCS,Overnight,Sindh,1.68,100000,1901
M&P,Same Day,Balochistan,2.92,0,617
M&P,City to City,Islamabad,0.22,0,344
M&P,Overnight,Balochistan,2.51,0,745
Leopard,Overnight,Balochistan,6.19,50000,1613
Pakistan Post,Local,Islamabad,1.02,50000,842
Pakistan Post,Local,Sindh,9.49,0,512
M&P,Local,Islamabad,8.69,0,594
M&P,Overland,Islamabad,1.92,50000,918
TCS,Overnight,Pakhtunkhwa,0.87,0,678
TCS,City to City,Balochistan,5.07,0,885
TCS,Overland,Islamabad,1.13,0,321
Leopard,Economy,Sindh,2.19,100000,1327
Leopard,Economy,Sindh,0.84,10000,261
Leopard,Overland,Islamabad,1.6,100000,1447
TCS,City to City,Balochistan,8.14,10000,1421
M&P,Same Day,Balochistan,3.81,0,765
M&P,Overnight,Punjab,1.34,10000,766
M&P,Overland,Punjab,3.55,0,497
M&P,Overnight,Sindh,1.63,0,665
TCS,Overland,Islamabad,6.8,0,974
Pakistan Post,Local,Islamabad,6.05,100000,1574
Leopard,Overland,Balochistan,1.13,100000,1420
M&P,Economy,Sindh,4.42,10000,432
Pakistan Post,Local,Sindh,6.56,10000,497
M&P,Local,Pakhtunkhwa,0.2,0,241
Leopard,Overland,Punjab,6.71,100000,1864
Leopard,Overnight,Islamabad,2.59,100000,1911
M&P,Economy,Pakhtunkhwa,2.41,10000,375
Leopard,Overland,Pakhtunkhwa,0.73,0,200
TCS,City to City,Pakhtunkhwa,1.07,0,449
TCS,Local,Balochistan,1.28,0,319
Pakistan Post,Local,Pakhtunkhwa,4.1,0,339
M&P,Overland,Pakhtunkhwa,1.03,0,257
TCS,Same Day,Sindh,0.51,0,479
TCS,Economy,Balochistan,3.27,0,338
Pakistan Post,City to City,Pakhtunkhwa,0.93,100000,1417
M&P,Economy,Pakhtunkhwa,19.18,20000,1184
M&P,Overland,Pakhtunkhwa,2.64,50000,1006
Leopard,Overland,Balochistan,0.53,0,196
TCS,Same Day,Pakhtunkhwa,4.49,0,896
Pakistan Post,City to City,Balochistan,2.19,0,431
TCS,Overland,Pakhtunkhwa,25.73,10000,3273
TCS,Local,Pakhtunkhwa,2.55,0,377
TCS,City to City,Balochistan,2.39,0,618
M&P,Same Day,Islamabad,4.83,0,854
Pakistan Post,City to City,Islamabad,2.05,0,403
Pakistan Post,Local,Balochistan,3.26,100000,1495
TCS,Same Day,Balochistan,0.76,0,509
M&P,Economy,Sindh,0.99,0,191
Pakistan Post,City to City,Sindh,0.66,0,294
Leopard,Overland,Sindh,5.42,0,639
TCS,Overland,Islamabad,7.86,100000,2326
M&P,Local,Pakhtunkhwa,2.11,10000,426
M&P,Overnight,Sindh,7.63,0,1257
Leopard,Overland,Islamabad,6.41,0,705
M&P,City to City,Punjab,3.18,0,614
M&P,Local,Islamabad,3.36,0,368
Leopard,Overnight,Pakhtunkhwa,0.36,0,505
TCS,Same Day,Sindh,1.9,0,608
TCS,City to City,Sindh,1.46,0,486
Leopard,Economy,Balochistan,3.67,10000,404
Leopard,Overnight,Balochistan,2.96,50000,1263
M&P,Same Day,Punjab,1.36,10000,641
Pakistan Post,Local,Pakhtunkhwa,0.48,20000,439
Leopard,Economy,Sindh,2.81,100000,1347
TCS,Economy,Punjab,1.63,0,250
Leopard,Overland,Sindh,15.17,50000,2040
Pakistan Post,Local,Sindh,2.34,50000,838
TCS,Overnight,Punjab,2.09,20000,1032
Leopard,Economy,Balochistan,6.09,10000,484
Pakistan Post,Local,Sindh,2.26,0,255
Pakistan Post,Local,Punjab,9.14,10000,616
M&P,City to City,Punjab,0.19,0,334
Pakistan Post,City to City,Sindh,1.04,0,332
Leopard,Overnight,Islamabad,7.77,100000,2436
Pakistan Post,Local,Punjab,1.5,10000,372
Pakistan Post,City to City,Punjab,4.17,20000,799
Pakistan Post,City to City,Balochistan,10.42,0,1066
TCS,Overland,Punjab,0.5,50000,786
Leopard,Overnight,Punjab,1.57,50000,1140
Leopard,Overnight,Punjab,3.86,100000,2023
M&P,Same Day,Islamabad,0.68,0,436
Pakistan Post,City to City,Punjab,0.38,20000,507
M&P,Overnight,Balochistan,0.33,20000,807
Pakistan Post,City to City,Sindh,5.21,0,636
TCS,Economy,Pakhtunkhwa,0.15,10000,308
Pakistan Post,City to City,Islamabad,16.05,10000,1600
Pakistan Post,City to City,Pakhtunkhwa,5.95,10000,867
Leopard,Economy,Pakhtunkhwa,1.02,0,174
Pakistan Post,City to City,Islamabad,9.7,100000,2130
TCS,Economy,Balochistan,2.46,50000,873
Pakistan Post,Local,Sindh,19.06,0,871
Pakistan Post,City to City,Balochistan,6.79,20000,1021
M&P,Economy,Balochistan,5.05,10000,463
Leopard,Overnight,Balochistan,0.76,0,536
TCS,Local,Sindh,1.45,0,332
Leopard,Overnight,Balochistan,5.46,0,942
M&P,City to City,Pakhtunkhwa,0.61,50000,906
M&P,Economy,Punjab,1.61,0,222
TCS,City to City,Islamabad,1.67,0,531
TCS,Overland,Punjab,2.97,50000,1099
TCS,Economy,Balochistan,4.13,100000,1551
Pakistan Post,Local,Islamabad,3.23,10000,428
M&P,Same Day,Pakhtunkhwa,7.02,10000,1141
M&P,City to City,Pakhtunkhwa,0.88,10000,480
Leopard,Overland,Punjab,1.81,100000,1541
Leopard,Overnight,Sindh,1.08,100000,1597
Pakistan Post,Local,Sindh,2.75,0,287
Pakistan Post,Local,Sindh,0.87,0,219
Pakistan Post,Local,Islamabad,1.07,10000,360
Pakistan Post,City to City,Islamabad,1.98,10000,502
Pakistan Post,Local,Balochistan,0.34,0,205
M&P,Same Day,Sindh,0.56,0,393
M&P,Local,Sindh,3.07,20000,574
Pakistan Post,Local,Pakhtunkhwa,3.44,0,309
Leopard,Overnight,Punjab,2.26,0,666
Leopard,Overland,Islamabad,5.66,20000,904
Pakistan Post,Local,Sindh,1.64,20000,482
TCS,Overland,Islamabad,1.62,20000,623
Leopard,Overnight,Islamabad,3.79,0,821
Pakistan Post,City to City,Sindh,5.4,0,639
Leopard,Overland,Balochistan,0.59,0,194
TCS,Local,Pakhtunkhwa,1.77,100000,1544
M&P,Economy,Sindh,3.03,50000,855
M&P,Same Day,Islamabad,1.82,0,529
TCS,Overnight,Islamabad,0.25,0,618
Leopard,Overnight,Sindh,0.59,10000,595
Leopard,Economy,Sindh,3.05,50000,844
TCS,Overnight,Pakhtunkhwa,0.34,0,671
TCS,City to City,Islamabad,11.71,0,1718
Pakistan Post,Local,Islamabad,1.46,0,253
Leopard,Overland,Pakhtunkhwa,3.67,0,480
Pakistan Post,Local,Islamabad,1.28,0,247
Leopard,Economy,Sindh,2.61,10000,343
Pakistan Post,Local,Punjab,6.14,20000,664
Leopard,Overland,Pakhtunkhwa,1.14,0,250
M&P,Local,Islamabad,4.15,0,385
TCS,Local,Pakhtunkhwa,0.32,0,278
Leopard,Economy,Pakhtunkhwa,1.57,0,192
Leopard,Overland,Punjab,2.96,0,420
TCS,City to City,Pakhtunkhwa,0.34,50000,981
Pakistan Post,City to City,Islamabad,4.28,0,595
M&P,Overland,Balochistan,0.28,0,217
Pakistan Post,Local,Sindh,2.77,0,277
Leopard,Economy,Pakhtunkhwa,1.53,10000,317
Leopard,Overland,Islamabad,3.16,10000,522
Leopard,Economy,Islamabad,5.16,50000,867
Leopard,Overnight,Balochistan,5.75,0,935
Leopard,Economy,Sindh,12.58,0,625
Leopard,Overland,Pakhtunkhwa,0.39,20000,405
Pakistan Post,Local,Punjab,1.71,20000,482
M&P,Overnight,Islamabad,3.43,0,821
TCS,Local,Balochistan,4.47,0,478
Leopard,Overnight,Balochistan,1.15,0,580
Pakistan Post,City to City,Pakhtunkhwa,0.84,0,306
TCS,Same Day,Punjab,2.27,50000,1299
TCS,Overland,Sindh,0.75,10000,363
M&P,City to City,Pakhtunkhwa,4.85,0,799
TCS,City to City,Balochistan,3.11,0,730
Pakistan Post,City to City,Punjab,1.62,50000,971
TCS,Overnight,Islamabad,0.11,0,645
M&P,Same Day,Islamabad,5.65,0,892
TCS,Overnight,Punjab,0.46,100000,1767
Leopard,Economy,Balochistan,3.53,0,268
Leopard,Overland,Punjab,2.64,0,401
Leopard,Overnight,Sindh,3.74,0,774
TCS,Same Day,Pakhtunkhwa,7.94,50000,1890
Leopard,Overland,Sindh,1.33,0,259
Pakistan Post,Local,Pakhtunkhwa,1.97,0,262
TCS,Same Day,Pakhtunkhwa,2.6,20000,941
M&P,Same Day,Pakhtunkhwa,6.93,10000,1155
M&P,City to City,Punjab,3.17,10000,690
Pakistan Post,City to City,Sindh,4.02,10000,706
Leopard,Overland,Islamabad,1.52,50000,871
Leopard,Economy,Islamabad,3.66,0,275
TCS,City to City,Punjab,1.96,0,566
Pakistan Post,Local,Islamabad,2.35,50000,837
Pakistan Post,Local,Punjab,6.09,100000,1487
M&P,Overnight,Balochistan,8.08,10000,1415
TCS,City to City,Islamabad,3.54,0,720
M&P,Overnight,Punjab,3.79,0,877
M&P,Overnight,Punjab,0.33,0,555
TCS,Overnight,Islamabad,9.08,50000,2216
Pakistan Post,Local,Islamabad,0.21,0,211
Leopard,Overland,Islamabad,4.35,20000,782
TCS,Economy,Sindh,4.48,50000,977
M&P,Same Day,Islamabad,2.66,100000,1834
TCS,Economy,Sindh,2.03,0,264
Pakistan Post,Local,Punjab,1.78,20000,487
M&P,Economy,Balochistan,0.57,0,167
M&P,City to City,Islamabad,1.72,0,475
M&P,Economy,Islamabad,5.54,0,369
M&P,Economy,Islamabad,1.14,0,185
TCS,Economy,Sindh,3.31,0,322
TCS,Local,Punjab,0.87,0,325
Pakistan Post,City to City,Punjab,0.9,0,337
Pakistan Post,Local,Punjab,0.97,50000,823
Pakistan Post,City to City,Sindh,1.32,10000,478
TCS,City to City,Pakhtunkhwa,8.3,0,1246
Leopard,Overnight,Punjab,6.47,10000,1177
Pakistan Post,Local,Islamabad,2.62,20000,490
M&P,Same Day,Pakhtunkhwa,5.26,0,851
Leopard,Overland,Punjab,1.37,0,280
Pakistan Post,Local,Punjab,1.54,0,240
Leopard,Economy,Islamabad,6.17,0,373
Pakistan Post,Local,Sindh,5.13,0,370
TCS,Overland,Pakhtunkhwa,4.04,10000,736
M&P,Overland,Sindh,2.6,0,403
Pakistan Post,City to City,Sindh,0.31,10000,389
Leopard,Overland,Islamabad,2.77,0,405
Pakistan Post,Local,Punjab,2.54,20000,494
Leopard,Overnight,Pakhtunkhwa,0.55,10000,623
Leopard,Economy,Sindh,8.37,100000,1586
Leopard,Overland,Pakhtunkhwa,0.7,0,208
Pakistan Post,Local,Sindh,1.28,100000,1314
TCS,Local,Pakhtunkhwa,7.25,20000,833
Pakistan Post,City to City,Pakhtunkhwa,0.2,0,282
M&P,Same Day,Balochistan,1.39,20000,719
TCS,City to City,Balochistan,1.36,0,504
M&P,Overland,Balochistan,1.07,20000,474
Leopard,Overland,Sindh,1.28,100000,1402
Leopard,Economy,Balochistan,0.52,0,147
Pakistan Post,Local,Islamabad,9.54,10000,658
Pakistan Post,City to City,Pakhtunkhwa,1.67,50000,919
Leopard,Overland,Balochistan,8.0,20000,1089
Pakistan Post,City to City,Balochistan,0.6,0,291
M&P,Overland,Sindh,1.29,0,265
Pakistan Post,City to City,Islamabad,10.99,10000,1227
M&P,Same Day,Sindh,1.06,0,443
Leopard,Economy,Punjab,0.17,0,160
Pakistan Post,City to City,Balochistan,0.47,10000,391
M&P,Local,Punjab,4.38,20000,676
Pakistan Post,Local,Balochistan,4.8,0,347
Pakistan Post,Local,Balochistan,4.49,20000,568
M&P,Economy,Punjab,2.73,20000,493
M&P,Local,Balochistan,1.14,20000,489
Leopard,Overland,Islamabad,6.22,0,712
Pakistan Post,Local,Balochistan,4.19,0,338
M&P,Overland,Punjab,5.29,0,649
M&P,Overnight,Islamabad,3.89,0,923
Pakistan Post,City to City,Pakhtunkhwa,2.02,100000,1515
M&P,Local,Sindh,2.31,10000,435
Pakistan Post,Local,Balochistan,1.93,10000,389
Pakistan Post,Local,Balochistan,0.21,0,199
Leopard,Economy,Islamabad,3.27,0,263
M&P,Overnight,Balochistan,0.95,0,570
Leopard,Overland,Punjab,1.54,0,287
Leopard,Overnight,Punjab,0.59,0,501
Pakistan Post,City to City,Sindh,3.67,50000,1127
TCS,Local,Islamabad,3.04,0,430
M&P,Overland,Balochistan,0.68,0,221
Leopard,Overland,Islamabad,5.6,0,643
Pakistan Post,City to City,Punjab,0.33,50000,880
M&P,Same Day,Sindh,0.37,0,422
Pakistan Post,City to City,Sindh,3.18,10000,581
Pakistan Post,Local,Punjab,0.57,0,222
M&P,Overland,Balochistan,2.65,0,421
Leopard,Economy,Sindh,1.29,0,178
M&P,Overnight,Pakhtunkhwa,2.35,0,736
TCS,City to City,Islamabad,4.62,100000,2105
TCS,Overnight,Sindh,0.62,50000,1158
Leopard,Overland,Pakhtunkhwa,6.56,0,715
M&P,City to City,Pakhtunkhwa,5.08,50000,1346
Leopard,Overnight,Pakhtunkhwa,2.52,0,700
TCS,Local,Punjab,3.27,10000,519
TCS,Overnight,Sindh,1.79,0,810
TCS,Overnight,Balochistan,1.69,50000,1416
Leopard,Economy,Punjab,4.72,0,310
TCS,Local,Islamabad,0.61,10000,405
Leopard,Overnight,Sindh,1.6,10000,688
Leopard,Overland,Pakhtunkhwa,2.86,0,394
TCS,Overnight,Islamabad,3.14,20000,1175
Leopard,Overland,Balochistan,3.28,0,455
Pakistan Post,Local,Pakhtunkhwa,13.1,100000,1856
Leopard,Economy,Pakhtunkhwa,4.81,0,321
Pakistan Post,City to City,Punjab,7.31,0,855
M&P,Overland,Islamabad,1.06,0,268
TCS,Overnight,Islamabad,3.81,10000,1125
M&P,Overland,Punjab,0.87,0,257
TCS,Overland,Punjab,1.13,0,310
Pakistan Post,Local,Islamabad,0.94,0,215
TCS,Same Day,Pakhtunkhwa,2.21,0,689
Leopard,Economy,Islamabad,1.28,0,175
Pakistan Post,Local,Punjab,0.93,50000,830
TCS,Economy,Pakhtunkhwa,3.91,20000,576
Leopard,Overnight,Punjab,3.16,0,783
TCS,City to City,Balochistan,3.38,0,762
TCS,Same Day,Islamabad,5.85,20000,1306
TCS,Overland,Punjab,4.06,100000,1898
Pakistan Post,City to City,Sindh,4.24,50000,1176
Leopard,Overnight,Islamabad,2.87,50000,1361
Pakistan Post,City to City,Balochistan,1.34,100000,1515
M&P,Overland,Punjab,0.36,0,217
TCS,Overland,Pakhtunkhwa,3.87,0,627
Leopard,Overland,Islamabad,11.72,0,1218
TCS,Local,Punjab,4.1,0,455
Leopard,Overland,Pakhtunkhwa,0.91,0,226
TCS,Overnight,Punjab,1.57,10000,899
M&P,Economy,Punjab,0.59,10000,295
M&P,Same Day,Sindh,0.94,10000,552
TCS,Overnight,Islamabad,0.93,0,725
Pakistan Post,City to City,Pakhtunkhwa,1.12,0,333
TCS,Overnight,Pakhtunkhwa,6.09,0,1213
M&P,City to City,Punjab,4.22,0,721
TCS,Same Day,Punjab,1.39,0,582
TCS,Overnight,Islamabad,3.01,50000,1491
Pakistan Post,City to City,Punjab,4.26,20000,796
TCS,City to City,Balochistan,6.73,20000,1399
Leopard,Economy,Punjab,1.39,0,185
Pakistan Post,Local,Pakhtunkhwa,1.43,0,250
Pakistan Post,City to City,Sindh,0.98,100000,1378
Leopard,Overnight,Punjab,8.81,10000,1328
Pakistan Post,City to City,Balochistan,7.5,50000,1365
Pakistan Post,Local,Balochistan,2.28,0,261
Leopard,Overnight,Pakhtunkhwa,1.41,0,592
TCS,Economy,Balochistan,2.03,100000,1415
Leopard,Economy,Balochistan,7.28,100000,1572
Leopard,Economy,Balochistan,1.34,50000,789
Leopard,Overland,Punjab,1.03,0,230
M&P,Overland,Punjab,3.79,0,533
Pakistan Post,Local,Islamabad,9.49,0,517
M&P,Economy,Islamabad,0.94,0,186
Pakistan Post,Local,Sindh,0.3,0,210
Pakistan Post,City to City,Balochistan,3.87,0,545
Leopard,Overland,Sindh,8.5,0,920
M&P,Overland,Pakhtunkhwa,0.32,20000,445
Leopard,Overland,Pakhtunkhwa,1.88,50000,879
TCS,City to City,Punjab,2.92,0,696
M&P,Local,Islamabad,3.47,0,365
M&P,Overnight,Pakhtunkhwa,4.68,0,944
Leopard,Economy,Sindh,6.33,0,367
Leopard,Overnight,Pakhtunkhwa,1.63,20000,826
TCS,Overnight,Pakhtunkhwa,5.66,0,1274
M&P,Local,Punjab,1.41,0,283
Leopard,Economy,Punjab,3.23,0,258
Leopard,Overnight,Balochistan,2.98,0,712
Pakistan Post,City to City,Punjab,1.8,10000,495
TCS,Local,Sindh,4.94,10000,593
Leopard,Overnight,Pakhtunkhwa,7.85,0,1107
Leopard,Overland,Pakhtunkhwa,3.04,50000,1002
M&P,Economy,Islamabad,0.45,10000,278
Leopard,Overnight,Pakhtunkhwa,2.53,0,682
TCS,Economy,Sindh,7.72,0,511
Pakistan Post,Local,Sindh,0.63,20000,413
M&P,Local,Sindh,1.6,10000,400
Pakistan Post,Local,Pakhtunkhwa,3.26,0,317
Pakistan Post,City to City,Balochistan,1.28,0,337
M&P,City to City,Punjab,10.05,0,1258
Leopard,Overland,Sindh,5.17,0,563
M&P,Same Day,Punjab,2.24,0,611
Leopard,Overnight,Sindh,1.61,0,608
Pakistan Post,Local,Punjab,4.19,20000,558
Pakistan Post,City to City,Islamabad,2.33,100000,1605
TCS,Overland,Islamabad,1.51,0,346
Pakistan Post,City to City,Islamabad,3.16,0,530
M&P,City to City,Pakhtunkhwa,3.27,50000,1245
Pakistan Post,City to City,Balochistan,4.56,50000,1154
TCS,Overnight,Sindh,0.83,0,676
Pakistan Post,Local,Sindh,2.01,0,254
Pakistan Post,City to City,Pakhtunkhwa,0.25,0,283
Pakistan Post,Local,Islamabad,3.69,0,312
Pakistan Post,City to City,Sindh,0.59,20000,519
Pakistan Post,Local,Islamabad,6.06,100000,1507
Pakistan Post,Local,Punjab,0.4,100000,1408
Pakistan Post,Local,Pakhtunkhwa,1.39,0,241
M&P,Same Day,Balochistan,2.04,0,568
TCS,Same Day,Pakhtunkhwa,1.43,100000,1806
Pakistan Post,City to City,Balochistan,2.19,0,428
M&P,Local,Islamabad,0.12,50000,792
M&P,Local,Punjab,6.2,0,475
Leopard,Economy,Sindh,1.61,0,190
Leopard,Overnight,Islamabad,3.74,0,801
Leopard,Overnight,Punjab,1.35,20000,845
Leopard,Overnight,Pakhtunkhwa,3.91,10000,899
M&P,Overnight,Pakhtunkhwa,4.02,10000,1029
Leopard,Economy,Pakhtunkhwa,0.68,0,161
Pakistan Post,Local,Punjab,6.29,10000,545
Leopard,Overland,Sindh,2.68,0,360
TCS,Economy,Pakhtunkhwa,2.74,0,292
M&P,Overnight,Pakhtunkhwa,3.24,10000,971
M&P,Same Day,Sindh,1.16,20000,685
M&P,Local,Balochistan,7.72,20000,741
Pakistan Post,Local,Punjab,2.21,100000,1364
Pakistan Post,City to City,Sindh,1.95,100000,1527
Pakistan Post,Local,Punjab,1.78,0,246
Leopard,Overnight,Islamabad,2.33,0,648
Pakistan Post,City to City,Balochistan,5.03,50000,1190
TCS,Overland,Balochistan,10.89,50000,1989
Leopard,Economy,Balochistan,2.35,0,216
Leopard,Overland,Punjab,3.52,0,455
M&P,Same Day,Sindh,3.24,0,670
M&P,Overnight,Sindh,7.27,100000,2292
M&P,City to City,Punjab,2.17,20000,750
Pakistan Post,City to City,Sindh,5.95,0,727
Leopard,Overland,Punjab,0.4,0,187
Leopard,Overnight,Pakhtunkhwa,1.21,0,574
Pakistan Post,City to City,Pakhtunkhwa,4.8,0,663
Leopard,Overland,Sindh,3.95,50000,1054
TCS,Economy,Balochistan,1.5,0,230
Pakistan Post,Local,Pakhtunkhwa,2.31,0,262
Pakistan Post,Local,Pakhtunkhwa,3.56,0,310
Leopard,Economy,Pakhtunkhwa,0.31,0,148
Leopard,Economy,Sindh,5.57,0,326
M&P,Same Day,Balochistan,0.78,50000,1057
Leopard,Overland,Punjab,4.2,0,531
Leopard,Economy,Islamabad,1.51,0,183
Leopard,Overland,Islamabad,3.77,0,493
Pakistan Post,City to City,Sindh,1.38,10000,456
Leopard,Economy,Punjab,1.6,0,195
TCS,Overnight,Balochistan,3.4,0,1010
M&P,Overnight,Punjab,2.31,0,703
TCS,City to City,Pakhtunkhwa,13.3,0,1859
Pakistan Post,City to City,Balochistan,1.1,0,348
M&P,Same Day,Punjab,2.94,0,623
TCS,City to City,Pakhtunkhwa,3.0,0,692
M&P,Economy,Balochistan,6.05,100000,1559
Pakistan Post,Local,Punjab,3.54,0,310
M&P,Overland,Balochistan,5.26,0,636
Leopard,Overnight,Sindh,2.27,20000,873
M&P,Overland,Sindh,5.29,0,636
M&P,Local,Islamabad,1.76,0,293
M&P,Overnight,Pakhtunkhwa,0.65,50000,1120
Leopard,Economy,Punjab,1.51,20000,414
Pakistan Post,Local,Sindh,0.55,0,204
M&P,Same Day,Punjab,0.72,100000,1650
TCS,City to City,Balochistan,1.39,0,482
Pakistan Post,Local,Pakhtunkhwa,11.58,100000,1736
TCS,Economy,Sindh,2.16,0,271
M&P,Overland,Punjab,5.37,0,686
TCS,Same Day,Sindh,10.66,20000,1862
Leopard,Overland,Sindh,0.22,0,186
TCS,Overnight,Sindh,3.3,0,929
TCS,Local,Islamabad,3.04,0,409
TCS,Overland,Punjab,3.0,10000,642
TCS,Overland,Islamabad,1.52,100000,1589
Leopard,Economy,Sindh,3.5,0,260
M&P,Same Day,Pakhtunkhwa,3.37,0,713
TCS,Same Day,Sindh,8.0,0,1319
Leopard,Overnight,Punjab,3.43,100000,1972
Leopard,Overnight,Islamabad,4.35,20000,1118
Leopard,Economy,Balochistan,4.94,0,310
Leopard,Economy,Pakhtunkhwa,1.18,0,183
Pakistan Post,Local,Punjab,2.45,0,287
Pakistan Post,Local,Balochistan,2.32,10000,374
Leopard,Overnight,Balochistan,2.64,0,697
Leopard,Economy,Islamabad,0.63,0,159
Leopard,Overland,Punjab,2.61,20000,625
TCS,Overland,Pakhtunkhwa,3.46,0,548
M&P,City to City,Pakhtunkhwa,2.47,0,549
Leopard,Overland,Punjab,0.31,20000,416
Pakistan Post,City to City,Pakhtunkhwa,1.41,0,362
Pakistan Post,Local,Islamabad,1.94,0,249
Pakistan Post,Local,Pakhtunkhwa,4.65,0,342
Leopard,Overland,Balochistan,0.24,0,188
M&P,City to City,Punjab,6.03,0,909
Pakistan Post,City to City,Punjab,3.09,10000,638
M&P,Same Day,Sindh,0.98,0,450
Leopard,Overnight,Pakhtunkhwa,4.03,0,839
M&P,Overnight,Punjab,7.07,0,1185
TCS,Economy,Punjab,2.45,100000,1486
Pakistan Post,Local,Pakhtunkhwa,4.93,20000,602
M&P,Overnight,Sindh,1.68,0,672
Leopard,Economy,Islamabad,0.8,0,168
TCS,City to City,Punjab,4.95,0,930
M&P,Economy,Pakhtunkhwa,3.13,0,279
Pakistan Post,City to City,Islamabad,0.19,20000,522
M&P,Same Day,Sindh,2.93,0,627
TCS,Overnight,Pakhtunkhwa,3.68,20000,1223
TCS,Overnight,Punjab,7.5,0,1513
TCS,Economy,Sindh,5.46,50000,984
M&P,Economy,Balochistan,3.39,0,289
M&P,Local,Islamabad,5.46,0,464
Leopard,Overnight,Pakhtunkhwa,0.82,20000,747
M&P,Overnight,Balochistan,0.26,10000,644
Pakistan Post,Local,Punjab,0.18,0,217
Pakistan Post,Local,Punjab,1.73,50000,870
Pakistan Post,Local,Balochistan,1.99,0,267
Pakistan Post,Local,Islamabad,3.02,50000,854
